ubicageo_f,eqinfo9,eqinfo10,eqinfo11,eqinfo1,eqinfo2,eqinfo3,eqinfo4,eqinfo5,eqinfo6,eqinfo7,rnsnni1
21129,1,0,0,1,1,0,,0,0,0,1
21130,0,0,0,1,1,0,,1,1,0,2
21131,0,0,0,0,0,0,,0,0,0,2
21132,2,2,0,32,30,2,,2,0,2,2
21133,0,0,0,0,0,0,,0,0,0,2
21134,0,0,0,2,2,0,,2,0,2,2
21135,0,0,0,1,1,0,,0,0,0,2
21136,0,1,0,3,3,0,,2,0,2,1
21137,0,0,0,1,1,0,,0,0,0,1
21138,2,0,0,3,2,1,,1,1,0,1
21139,1,0,0,1,1,0,,0,0,0,2
21140,3,2,1,42,38,4,,1,1,0,1
21141,0,0,0,1,1,0,,1,1,0,1
21142,0,0,0,3,3,0,,0,0,0,2
21143,0,0,0,2,1,1,,1,0,1,2
21144,0,0,0,1,1,0,,1,0,1,2
21145,1,0,0,0,0,0,,0,0,0,1
21146,0,0,0,0,0,0,,0,0,0,2
21147,0,0,0,1,1,0,,1,0,1,2
21148,1,1,0,4,3,1,,1,0,1,2
21149,0,0,0,4,4,0,,1,0,1,2
21150,1,0,0,2,1,1,,0,0,0,2
21151,0,0,0,1,1,0,,2,2,0,2
21152,0,0,0,2,2,0,,0,0,0,2
21153,1,1,0,2,2,0,,0,0,0,2
21154,4,0,0,13,13,0,,4,2,2,2
21155,0,0,0,2,1,1,,1,0,1,2
21156,1,1,3,52,52,0,,9,9,0,2
21157,1,0,0,1,1,0,,1,0,1,2
21158,0,0,0,1,1,0,,1,1,0,2
21159,0,0,0,1,1,0,,1,0,1,2
21160,0,0,0,1,1,0,,1,0,1,2
21161,2,0,0,1,1,0,,1,0,1,2
21162,0,1,0,1,1,0,,1,0,1,1
21163,0,0,0,3,3,0,,1,0,1,2
21164,0,1,0,10,10,0,,1,0,1,2
21165,0,0,0,0,0,0,,0,0,0,2
21166,1,0,0,2,2,0,,1,1,0,2
21167,1,0,0,1,1,0,,0,0,0,2
21168,0,0,0,1,1,0,,0,0,0,2
21169,0,1,0,2,2,0,,2,0,2,2
21170,3,0,0,2,2,0,,3,3,0,2
21171,1,0,0,4,2,2,,0,0,0,2
21172,0,0,0,4,3,1,,1,0,1,2
21173,1,0,0,1,1,0,,1,1,0,1
21174,3,3,0,21,21,0,,3,0,3,2
21175,0,0,0,1,1,0,,1,0,1,2
21176,0,0,0,1,1,0,,1,1,0,2
21177,3,0,0,4,3,1,,3,2,1,2
21178,2,0,0,2,2,0,,3,3,0,1
21179,0,0,0,1,1,0,,1,1,0,2
21180,1,0,0,2,1,1,,0,0,0,2
21181,1,0,0,1,1,0,,1,1,0,2
21182,0,0,0,1,1,0,,1,1,0,2
21183,1,0,0,1,1,0,,1,0,1,2
21184,0,0,0,0,0,0,,0,0,0,2
21185,1,0,0,2,2,0,,0,0,0,2
21186,0,0,0,4,3,1,,2,0,2,2
21187,0,0,0,1,1,0,,0,0,0,2
21188,0,0,0,2,2,0,,1,1,0,2
21189,0,0,0,2,2,0,,2,0,2,2
21190,0,0,0,1,1,0,,1,1,0,1
21191,0,0,0,0,0,0,,0,0,0,2
21192,1,0,0,1,1,0,,1,0,1,2
21193,0,0,0,1,1,0,,1,1,0,2
21194,0,0,0,2,2,0,,0,0,0,2
21195,0,0,0,1,0,1,,1,1,0,2
21196,0,0,0,1,1,0,,1,1,0,2
21197,2,0,0,4,4,0,,1,0,1,1
21198,0,0,0,0,0,0,,0,0,0,2
21199,0,0,0,3,3,0,,3,0,3,2
21200,1,0,0,1,1,0,,1,1,0,2
21201,0,0,0,0,0,0,,0,0,0,2
21202,0,0,0,1,1,0,,1,0,1,2
21203,0,0,0,1,1,0,,1,1,0,2
21204,0,0,0,1,1,0,,1,0,1,2
21205,0,0,0,2,2,0,,1,1,0,1
21206,0,0,0,1,1,0,,0,0,0,2
21207,3,1,0,3,3,0,,3,0,3,1
21208,0,1,1,11,11,0,,5,0,5,2
21209,0,0,0,0,0,0,,0,0,0,2
21210,1,0,0,1,0,1,,0,0,0,2
21211,1,0,0,1,1,0,,1,1,0,2
21212,0,0,0,1,1,0,,1,1,0,2
21213,0,0,0,0,0,0,,0,0,0,2
21214,0,0,0,2,0,2,,1,1,0,1
21215,0,0,0,1,1,0,,1,1,0,1
21216,0,0,0,1,1,0,,0,0,0,2
21217,1,0,0,1,1,0,,0,0,0,2
22001,3,1,5,12,9,3,,6,5,1,1
22002,1,1,7,5,5,0,,2,2,0,1
22003,3,0,4,10,10,0,,0,0,0,2
22004,5,2,10,12,11,1,,2,2,0,2
22005,1,1,6,15,14,1,,1,0,1,1
22006,6,4,285,144,133,11,,9,2,7,1
22007,2,1,6,18,18,0,,8,7,1,2
22008,0,2,11,17,17,0,,1,0,1,1
22009,0,0,15,10,10,0,,3,1,2,1
22010,3,1,5,6,5,1,,2,0,2,1
22011,5,5,70,73,68,5,,10,10,0,2
22012,16,2,15,18,16,2,,2,1,1,1
22013,2,1,6,7,7,0,,3,0,3,1
22014,26,55,0,661,621,40,,58,32,26,1
22015,2,5,5,7,5,2,,4,0,4,2
22016,4,11,90,61,59,2,,3,3,0,2
22017,16,0,6,16,14,2,,6,2,4,1
22018,3,1,6,9,8,1,,1,1,0,1
23001,2,1,0,21,21,0,,21,0,21,1
23002,0,1,0,10,10,0,,7,7,0,2
23003,0,2,0,6,6,0,,3,0,3,1
23004,18,3,0,74,56,18,,10,9,1,1
23005,33,11,15,262,247,15,,33,2,31,1
23006,4,1,1,14,14,0,,3,0,3,2
23007,4,1,0,13,12,1,,3,2,1,1
23008,0,3,3,117,98,19,,8,0,8,1
23009,0,1,0,51,51,0,,0,0,0,2
23010,4,0,4,26,15,11,,0,0,0,2
23011,11,0,0,6,5,1,,5,0,5,2
24001,1,0,0,1,1,0,,1,1,0,2
24002,0,0,0,1,1,0,,1,0,1,2
24003,1,0,0,4,4,0,,1,0,1,2
24004,0,0,0,0,0,0,,0,0,0,2
24005,0,0,0,2,2,0,,1,0,1,2
24006,1,1,0,1,1,0,,1,0,1,1
24007,0,0,0,1,1,0,,1,1,0,1
24008,2,0,0,3,3,0,,2,0,2,1
24009,0,0,0,1,1,0,,0,0,0,2
24010,1,0,0,1,1,0,,0,0,0,2
24011,3,1,0,12,10,2,,4,1,3,1
24012,1,0,0,1,1,0,,1,1,0,2
24013,0,0,0,13,13,0,,4,3,1,1
24014,1,0,0,2,2,0,,2,2,0,2
24015,1,0,0,4,4,0,,1,0,1,2
24016,0,0,0,0,0,0,,0,0,0,1
24017,1,0,0,1,1,0,,1,0,1,2
24018,0,0,0,0,0,0,,0,0,0,1
24019,0,0,0,2,1,1,,0,0,0,2
24020,4,2,0,25,25,0,,9,0,9,1
24021,0,0,0,3,2,1,,2,0,2,2
24022,0,0,0,2,2,0,,1,0,1,2
24023,0,0,0,2,2,0,,3,3,0,2
24024,3,1,0,37,36,1,,5,5,0,2
24025,2,1,0,3,3,0,,2,0,2,1
24026,0,0,0,2,0,2,,2,0,2,2
24027,2,0,0,6,5,1,,3,0,3,2
24028,36,18,0,304,240,64,,97,74,23,2
24029,1,0,0,1,1,0,,0,0,0,1
24030,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
24031,0,0,0,2,2,0,,1,0,1,2
24032,0,0,0,0,0,0,,0,0,0,2
24033,1,0,0,1,0,1,,1,1,0,1
24034,0,0,0,1,1,0,,2,2,0,2
24035,0,0,0,73,73,0,,15,0,15,2
24036,0,0,0,2,2,0,,2,0,2,2
24037,0,0,0,6,6,0,,0,0,0,2
24038,1,0,0,1,0,1,,1,1,0,1
24039,0,0,0,1,1,0,,1,1,0,2
24040,0,0,0,2,2,0,,2,0,2,2
24041,0,0,0,1,1,0,,1,0,1,1
24042,0,0,0,0,0,0,,0,0,0,2
24043,0,0,0,3,2,1,,1,0,1,2
24044,0,0,0,0,0,0,,1,0,1,2
24045,0,0,0,1,1,0,,1,0,1,2
24046,0,0,0,0,0,0,,0,0,0,2
24047,1,0,0,1,1,0,,1,0,1,1
24048,1,1,0,1,1,0,,1,1,0,1
24049,0,0,0,1,1,0,,0,0,0,2
24050,0,0,0,7,7,0,,1,0,1,2
24051,1,1,0,1,1,0,,1,1,0,1
24052,0,0,0,1,1,0,,0,0,0,2
24053,1,0,0,3,3,0,,1,1,0,1
24054,2,0,0,6,5,1,,1,1,0,2
24055,0,0,0,3,3,0,,2,0,2,1
24056,0,0,0,2,2,0,,2,0,2,1
24057,2,0,0,3,3,0,,0,0,0,2
24058,0,0,0,2,2,0,,1,1,0,2
25001,9,2,0,62,62,0,,36,19,17,1
25002,0,1,0,17,17,0,,6,0,6,2
25003,2,1,0,12,10,2,,4,3,1,1
25004,1,1,0,9,8,1,,4,0,4,1
25005,2,1,0,6,6,0,,2,1,1,1
25006,10,2,0,195,192,3,,12,0,12,2
25007,3,2,0,6,6,0,,3,1,2,1
25008,4,1,0,18,17,1,,4,0,4,1
25009,2,2,0,20,16,4,,10,5,5,1
25010,10,1,16,17,13,4,,15,12,3,2
25011,0,1,0,4,3,1,,2,0,2,2
25012,12,3,0,93,93,0,,25,0,25,1
25013,0,0,0,9,9,0,,5,4,1,1
25014,5,1,0,13,13,0,,5,0,5,1
25015,1,5,0,5,5,0,,1,0,1,1
25016,1,1,0,4,4,0,,1,0,1,1
25017,1,1,1,7,5,2,,3,1,2,1
25018,2,0,0,7,5,2,,3,0,3,2
26001,0,0,0,1,0,1,,1,1,0,2
26002,8,0,0,8,8,0,,0,0,0,2
26003,0,0,0,0,0,0,,0,0,0,2
26004,1,1,0,3,3,0,,3,3,0,2
26005,0,0,0,0,0,0,,0,0,0,1
26006,1,0,0,1,1,0,,1,0,1,2
26007,0,0,0,1,1,0,,1,1,0,1
26008,0,0,0,0,0,0,,0,0,0,2
26009,0,0,0,1,1,0,,1,1,0,2
26010,0,0,0,1,1,0,,1,1,0,2
26011,0,0,0,1,1,0,,1,1,0,2
26012,2,0,0,9,9,0,,8,1,7,2
26013,0,0,0,1,1,0,,1,0,1,1
26014,0,1,0,1,1,0,,1,1,0,1
26015,0,0,0,2,2,0,,1,1,0,2
26016,1,0,0,4,4,0,,2,1,1,2
26017,10,0,0,33,33,0,,10,5,5,1
26018,3,1,100,156,145,11,,9,6,3,1
26019,2,1,0,19,16,3,,8,7,1,1
26020,0,0,0,1,1,0,,1,1,0,2
26021,0,0,0,1,1,0,,0,0,0,2
26022,0,0,0,1,0,1,,0,0,0,1
26023,1,0,0,2,2,0,,1,0,1,2
26024,0,0,0,1,1,0,,0,0,0,2
26025,2,1,0,11,11,0,,3,1,2,1
26026,0,0,0,6,6,0,,2,2,0,2
26027,0,0,0,3,2,1,,3,1,2,1
26028,1,0,0,1,1,0,,0,0,0,1
26029,0,0,0,16,16,0,,16,16,0,1
26030,17,16,40,225,185,40,,38,38,0,1
26031,2,2,2,2,2,0,,2,2,0,2
26032,0,0,0,1,1,0,,0,0,0,1
26033,0,0,0,0,0,0,,0,0,0,2
26034,0,0,0,1,1,0,,1,1,0,2
26035,1,0,0,1,1,0,,1,1,0,2
26036,10,0,0,10,9,1,,4,2,2,1
26037,0,1,0,1,1,0,,1,1,0,1
26038,2,1,0,2,2,0,,2,2,0,2
26039,1,0,0,3,3,0,,1,0,1,1
26040,0,0,0,1,0,1,,1,0,1,1
26041,0,0,0,7,7,0,,2,0,2,1
26042,1,2,2,32,30,2,,10,8,2,2
26043,0,2,9,85,71,14,,8,0,8,2
26044,0,0,0,0,0,0,,0,0,0,2
26045,0,1,0,1,1,0,,1,1,0,1
26046,0,0,0,1,1,0,,1,1,0,2
26047,0,1,0,4,4,0,,4,4,0,1
26048,1,0,0,19,19,0,,1,0,1,2
26049,1,0,0,1,1,0,,1,0,1,1
26050,0,0,0,1,1,0,,0,0,0,1
26051,1,0,0,1,1,0,,1,1,0,1
26052,0,0,0,1,1,0,,1,1,0,9
26053,0,0,0,0,0,0,,0,0,0,2
26054,1,0,0,1,1,0,,0,0,0,1
26055,0,1,0,65,61,4,,4,4,0,2
26056,0,0,0,2,1,1,,1,1,0,1
26057,1,0,0,1,1,0,,1,0,1,1
26058,1,0,0,4,4,0,,2,0,2,1
26059,1,0,0,1,1,0,,1,0,1,1
26060,0,0,0,1,1,0,,1,1,0,2
26061,1,0,0,1,0,1,,1,1,0,2
26062,0,0,0,1,1,0,,1,0,1,2
26063,1,0,0,1,1,0,,1,1,0,2
26064,0,0,0,1,1,0,,1,1,0,2
26065,0,0,0,0,0,0,,0,0,0,2
26066,2,1,0,3,2,1,,2,0,2,1
26067,0,0,0,1,1,0,,1,0,1,1
26068,0,0,0,1,1,0,,0,0,0,2
26069,1,1,0,1,1,0,,0,0,0,2
26070,1,0,0,5,5,0,,2,2,0,2
26071,1,0,0,2,2,0,,1,0,1,1
26072,0,0,0,3,3,0,,1,0,1,2
27001,2,0,0,3,3,0,,2,0,2,1
27002,2,1,0,33,25,8,,8,0,8,1
27003,0,0,0,14,14,0,,2,0,2,1
27004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
27005,2,1,0,38,35,3,,4,0,4,1
27006,0,0,0,24,22,2,,2,0,2,2
27007,0,0,0,7,7,0,,4,4,0,2
27008,8,0,0,32,32,0,,8,0,8,2
27009,0,0,0,3,3,0,,3,0,3,2
27010,3,0,0,9,9,0,,3,2,1,1
27011,1,0,0,11,11,0,,3,0,3,2
27012,3,0,0,20,10,10,,0,0,0,1
27013,1,0,0,7,7,0,,0,0,0,1
27014,0,1,0,24,17,7,,9,3,6,2
27015,1,0,0,6,4,2,,3,1,2,2
27016,1,0,0,4,4,0,,1,0,1,1
27017,1,0,1,17,17,0,,4,0,4,2
28001,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28002,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28003,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28005,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28006,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28007,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28008,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28009,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28010,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28011,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28012,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28013,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28014,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28015,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28016,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28017,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28018,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28019,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28020,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28021,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28022,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28023,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28024,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28025,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28026,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28027,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28028,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28029,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28030,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28031,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28032,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28033,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28034,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28035,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28036,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28037,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28038,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28039,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28040,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28041,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28042,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
28043,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0
29001,0,1,0,3,3,0,,2,0,2,9
29002,0,0,0,6,6,0,,0,0,0,1
29003,2,1,0,4,3,1,,0,0,0,2
29004,0,1,0,1,1,0,,1,1,0,2
29005,7,4,0,11,10,1,,19,1,18,2
29006,1,1,0,3,2,1,,2,0,2,2
29007,1,0,0,2,1,1,,1,0,1,1
29008,0,1,0,1,1,0,,1,0,1,1
29009,0,0,0,2,2,0,,2,1,1,2
29010,3,2,0,15,13,2,,4,1,3,1
29011,1,0,0,1,1,0,,0,0,0,2
29012,0,0,0,1,1,0,,1,0,1,1
29013,1,0,0,20,16,4,,7,4,3,2
29014,1,0,0,2,2,0,,2,0,2,1
29015,1,0,0,6,6,0,,3,0,3,2
29016,0,0,0,2,1,1,,2,0,2,1
29017,0,0,0,2,2,0,,1,1,0,2
29018,0,0,0,4,4,0,,1,1,0,2
29019,1,1,0,3,2,1,,3,3,0,2
29020,1,0,0,3,3,0,,1,0,1,2
29021,1,0,0,1,1,0,,1,0,1,1
29022,0,0,0,1,1,0,,1,1,0,2
29023,1,0,0,2,1,1,,0,0,0,2
29024,0,0,0,2,2,0,,0,0,0,2
29025,6,0,0,15,15,0,,0,0,0,2
29026,0,0,0,2,2,0,,1,1,0,1
29027,1,0,0,2,2,0,,0,0,0,2
29028,0,1,0,2,2,0,,1,1,0,2
29029,1,0,0,2,1,1,,1,0,1,1
29030,0,0,0,1,1,0,,1,1,0,1
29031,1,1,0,10,10,0,,3,2,1,1
29032,1,0,0,2,2,0,,0,0,0,1
29033,1,1,0,16,15,1,,3,0,3,2
29034,2,0,0,14,13,1,,0,0,0,2
29035,0,0,0,2,2,0,,1,0,1,1
29036,1,0,0,2,2,0,,0,0,0,1
29037,0,0,0,2,2,0,,2,2,0,2
29038,1,0,0,3,3,0,,2,2,0,2
29039,0,0,0,2,2,0,,2,2,0,1
29040,0,0,0,0,0,0,,0,0,0,2
29041,2,0,0,3,2,1,,0,0,0,2
29042,0,0,0,1,0,1,,1,1,0,1
29043,0,0,0,6,4,2,,2,0,2,2
29044,1,1,0,5,5,0,,3,3,0,1
29045,0,0,0,1,1,0,,1,1,0,1
29046,0,0,0,1,1,0,,1,1,0,1
29047,0,0,0,2,2,0,,2,2,0,1
29048,0,0,0,2,0,2,,1,0,1,2
29049,1,1,0,3,2,1,,1,0,1,2
29050,0,0,0,1,1,0,,1,0,1,2
29051,1,0,0,2,2,0,,1,0,1,1
29052,1,1,0,2,1,1,,1,0,1,1
29053,1,0,0,1,1,0,,0,0,0,1
29054,1,0,0,1,1,0,,1,1,0,1
29055,1,0,0,1,1,0,,1,0,1,2
29056,0,0,0,2,1,1,,1,0,1,2
29057,1,0,0,2,2,0,,1,1,0,1
29058,2,0,0,1,1,0,,2,0,2,2
29059,0,0,0,2,2,0,,1,0,1,1
29060,1,1,0,1,1,0,,1,0,1,1
30001,0,0,0,1,1,0,,0,0,0,2
30002,0,0,0,0,0,0,,0,0,0,2
30003,1,0,0,4,4,0,,0,0,0,2
30004,1,0,0,1,1,0,,1,1,0,2
30005,0,0,0,0,0,0,,0,0,0,2
30006,NA,NA,NA,NA,NA,NA,,NA,NA,NA,9
30007,1,0,0,1,1,0,,1,1,0,2
30008,0,0,0,2,2,0,,0,0,0,2
30009,1,0,0,1,1,0,,0,0,0,2
30010,1,0,0,1,1,0,,0,0,0,2
30011,0,0,0,1,1,0,,1,0,1,2
30012,0,0,0,1,1,0,,1,1,0,2
30013,0,0,0,2,2,0,,0,0,0,2
30014,0,0,0,2,2,0,,2,2,0,2
30015,0,0,0,2,2,0,,2,0,2,2
30016,0,0,0,0,0,0,,0,0,0,9
30017,1,0,0,1,0,1,,0,0,0,1
30018,0,0,0,0,0,0,,0,0,0,2
30019,1,0,0,1,1,0,,0,0,0,1
30020,0,0,0,1,1,0,,1,1,0,1
30021,0,0,0,2,2,0,,1,1,0,2
30022,0,0,0,1,1,0,,1,1,0,2
30023,1,0,0,1,0,1,,0,0,0,2
30024,0,0,0,1,1,0,,1,0,1,2
30025,1,0,0,2,2,0,,2,0,2,2
30026,0,0,0,1,1,0,,0,0,0,2
30027,0,0,0,1,1,0,,1,1,0,1
30028,1,1,0,4,4,0,,1,0,1,1
30029,1,0,0,1,1,0,,0,0,0,1
30030,1,0,0,6,6,0,,1,0,1,1
30031,1,0,0,2,2,0,,0,0,0,2
30032,0,0,0,1,1,0,,1,0,1,2
30033,1,0,0,2,2,0,,0,0,0,2
30034,0,0,0,1,1,0,,1,0,1,2
30035,0,0,0,1,1,0,,1,1,0,1
30036,1,0,0,1,1,0,,0,0,0,2
30037,0,0,0,0,0,0,,0,0,0,2
30038,5,3,14,21,20,1,,5,0,5,2
30039,1,0,0,5,5,0,,1,0,1,2
30040,1,0,0,1,1,0,,1,0,1,2
30041,0,0,0,1,1,0,,0,0,0,2
30042,0,0,0,1,1,0,,1,1,0,1
30043,1,0,0,1,1,0,,0,0,0,1
30044,1,0,0,6,6,0,,1,1,0,1
30045,0,0,0,3,3,0,,1,0,1,2
30046,0,0,0,1,1,0,,1,1,0,2
30047,0,0,0,1,1,0,,1,1,0,1
30048,0,0,0,8,4,4,,6,0,6,2
30049,0,0,0,2,2,0,,1,0,1,2
30050,0,0,0,1,1,0,,1,0,1,2
30051,1,0,0,1,1,0,,1,0,1,1
30052,0,0,0,1,1,0,,0,0,0,2
30053,1,0,0,3,2,1,,2,0,2,2
30054,0,0,0,1,1,0,,1,1,0,2
30055,0,0,0,1,0,1,,1,1,0,1
30056,0,0,0,0,0,0,,0,0,0,2
30057,0,0,0,1,1,0,,0,0,0,2
30058,1,1,0,1,1,0,,1,1,0,1
30059,0,0,0,4,4,0,,4,4,0,2
30060,0,0,0,1,0,1,,1,1,0,1
30061,1,0,0,6,6,0,,1,0,1,2
30062,0,0,0,1,1,0,,1,1,0,2
30063,1,0,0,2,1,1,,1,0,1,1
30064,0,0,0,1,1,0,,0,0,0,2
30065,2,0,0,5,4,1,,0,0,0,2
30066,0,0,0,1,1,0,,0,0,0,2
30067,0,0,0,1,1,0,,1,1,0,2
30068,0,0,0,2,2,0,,0,0,0,2
30069,1,1,0,2,2,0,,1,1,0,2
30070,0,0,0,1,1,0,,1,1,0,2
30071,3,0,0,7,6,1,,3,3,0,2
30072,0,0,0,1,1,0,,1,0,1,2
30073,3,0,0,3,3,0,,0,0,0,2
30074,0,0,0,0,0,0,,0,0,0,2
30075,0,0,0,0,0,0,,0,0,0,9
30076,0,0,0,1,1,0,,1,1,0,2
30077,1,0,0,2,2,0,,0,0,0,2
30078,0,0,0,1,1,0,,1,1,0,2
30079,0,0,0,1,1,0,,1,0,1,1
30080,0,0,0,1,1,0,,1,1,0,1
30081,0,0,0,2,2,0,,2,0,2,2
30082,0,0,0,1,1,0,,1,1,0,2
30083,1,0,0,1,1,0,,1,0,1,1
30084,0,0,0,1,1,0,,0,0,0,2
30085,1,0,0,3,2,1,,1,0,1,2
30086,1,0,0,4,4,0,,2,1,1,1
30087,18,1,25,91,87,4,,18,1,17,1
30088,1,0,0,1,1,0,,0,0,0,2
30089,0,0,0,1,1,0,,1,0,1,2
30090,0,0,0,1,1,0,,1,1,0,2
30091,0,0,0,1,1,0,,1,0,1,2
30092,1,0,0,3,3,0,,0,0,0,2
30093,1,0,0,1,1,0,,0,0,0,2
30094,1,0,0,1,1,0,,1,1,0,2
30095,0,0,0,1,1,0,,0,0,0,1
30096,0,0,0,0,0,0,,0,0,0,2
30097,0,0,0,3,3,0,,1,0,1,2
30098,0,0,0,1,1,0,,1,0,1,2
30099,0,0,0,1,1,0,,1,0,1,2
30100,0,0,0,1,0,1,,1,1,0,2
30101,3,0,0,4,2,2,,0,0,0,2
30102,0,0,0,10,9,1,,1,1,0,2
30103,0,0,0,1,1,0,,1,0,1,1
30104,0,0,0,1,1,0,,1,1,0,1
30105,NA,NA,NA,NA,NA,NA,,NA,NA,NA,9
30106,0,0,0,1,1,0,,0,0,0,2
30107,0,0,0,0,0,0,,0,0,0,2
30108,4,1,6,7,7,0,,3,0,3,2
30109,1,0,0,5,5,0,,0,0,0,1
30110,0,0,0,0,0,0,,0,0,0,2
30111,1,0,0,1,1,0,,1,1,0,2
30112,0,0,0,1,1,0,,0,0,0,2
30113,0,0,0,1,1,0,,1,1,0,2
30114,0,2,2,1,1,0,,1,0,1,2
30115,1,0,0,2,2,0,,1,1,0,2
30116,1,0,0,2,2,0,,1,0,1,2
30117,1,1,0,4,1,3,,1,1,0,2
30118,0,0,3,46,46,0,,5,0,5,1
30119,0,0,0,1,1,0,,1,0,1,1
30120,0,0,0,1,1,0,,1,1,0,1
30121,0,0,0,2,2,0,,1,1,0,1
30122,0,0,0,1,1,0,,1,1,0,1
30123,0,0,0,2,2,0,,1,0,1,9
30124,6,0,0,11,11,0,,2,0,2,2
30125,0,0,0,1,1,0,,0,0,0,9
30126,1,0,0,2,2,0,,1,1,0,1
30127,0,1,0,0,0,0,,1,0,1,1
30128,1,1,1,3,3,0,,1,0,1,1
30129,0,0,0,1,1,0,,1,1,0,2
30130,2,0,0,3,3,0,,2,2,0,2
30131,4,1,10,14,14,0,,1,1,0,1
30132,0,0,0,1,1,0,,0,0,0,2
30133,0,0,0,2,2,0,,1,0,1,1
30134,1,0,0,1,1,0,,1,1,0,1
30135,0,0,0,2,2,0,,2,0,2,2
30136,0,0,0,1,1,0,,0,0,0,1
30137,0,0,0,1,1,0,,1,1,0,1
30138,0,0,0,2,1,1,,1,1,0,1
30139,0,0,0,1,1,0,,0,0,0,2
30140,0,0,0,2,2,0,,1,1,0,1
30141,2,0,0,6,6,0,,2,0,2,2
30142,0,0,0,1,0,1,,1,1,0,2
30143,1,1,0,1,1,0,,1,1,0,1
30144,NA,NA,NA,NA,NA,NA,,NA,NA,NA,9
30145,0,0,0,1,1,0,,1,0,1,2
30146,0,0,0,0,0,0,,0,0,0,2
30147,NA,NA,NA,NA,NA,NA,,NA,NA,NA,9
30148,0,0,0,0,0,0,,0,0,0,2
30149,0,0,0,1,1,0,,1,1,0,2
30150,0,0,0,1,1,0,,1,1,0,1
30151,2,0,0,2,2,0,,0,0,0,2
30152,0,0,0,1,0,1,,0,0,0,1
30153,0,0,0,1,1,0,,0,0,0,2
30154,0,0,0,2,2,0,,1,1,0,1
30155,0,5,2,5,5,0,,4,4,0,1
30156,0,0,0,1,1,0,,0,0,0,2
30157,0,0,0,1,1,0,,0,0,0,2
30158,1,0,0,1,1,0,,0,0,0,2
30159,0,0,0,0,0,0,,0,0,0,2
30160,0,0,10,8,8,0,,2,0,2,2
30161,0,0,0,1,1,0,,1,1,0,2
30162,0,0,0,1,1,0,,1,0,1,2
30163,0,0,0,0,0,0,,0,0,0,9
30164,1,0,0,1,1,0,,0,0,0,2
30165,1,0,0,1,1,0,,1,1,0,2
30166,1,1,0,1,1,0,,0,0,0,2
30167,0,0,0,2,2,0,,1,1,0,1
30168,0,0,0,1,1,0,,1,1,0,2
30169,NA,NA,NA,NA,NA,NA,,NA,NA,NA,9
30170,1,0,0,1,1,0,,1,1,0,2
30171,0,0,0,1,0,1,,1,1,0,2
30172,0,0,0,2,1,1,,1,0,1,2
30173,1,0,0,2,2,0,,1,1,0,2
30174,2,1,0,8,8,0,,2,2,0,2
30175,0,1,0,6,6,0,,3,0,3,1
