ubicageo_f,aniorefe_b,rnsnni1,totalca1,pudisptt,pudisp1,pudisp2,pudispne
26028,1,2,NA,NA,NA,NA,
26028,2,2,NA,NA,NA,NA,
26029,1,1,47,160,0,160,
26029,2,1,52,240,0,240,
26030,1,1,1476,64934,61883,3051,
26030,2,1,2079,41165,37310,3855,
26031,1,2,NA,NA,NA,NA,
26031,2,2,NA,NA,NA,NA,
26032,1,2,NA,NA,NA,NA,
26032,2,2,NA,NA,NA,NA,
26033,1,1,18,36,0,36,
26033,2,1,36,36,0,36,
26034,1,1,1,1,0,1,
26034,2,2,NA,NA,NA,NA,
26035,1,1,NSS,282,273,9,
26035,2,1,4,419,402,17,
26036,1,1,8,1147,1139,8,
26036,2,1,11,1473,1462,11,
26037,1,2,NA,NA,NA,NA,
26037,2,2,NA,NA,NA,NA,
26038,1,1,13,0,0,0,
26038,2,1,6,0,0,0,
26039,1,2,NA,NA,NA,NA,
26039,2,2,NA,NA,NA,NA,
26040,1,1,0,10,10,0,
26040,2,1,0,11,11,0,
26041,1,2,NA,NA,NA,NA,
26041,2,2,NA,NA,NA,NA,
26042,1,1,0,186,186,0,
26042,2,1,0,483,431,52,
26043,1,1,1631,2045,0,2045,
26043,2,1,17898,2378,0,2378,
26044,1,2,NA,NA,NA,NA,
26044,2,2,NA,NA,NA,NA,
26045,1,2,NA,NA,NA,NA,
26045,2,1,1,1,0,1,
26046,1,2,NA,NA,NA,NA,
26046,2,2,NA,NA,NA,NA,
26047,1,2,NA,NA,NA,NA,
26047,2,1,2,2,0,2,
26048,1,2,NA,NA,NA,NA,
26048,2,1,2,1318,1273,45,
26049,1,2,NA,NA,NA,NA,
26049,2,2,NA,NA,NA,NA,
26050,1,1,1,0,0,0,
26050,2,1,1,1,0,1,
26051,1,2,NA,NA,NA,NA,
26051,2,2,NA,NA,NA,NA,
26052,1,1,1,75,75,0,
26052,2,1,2,105,105,0,
26053,1,2,NA,NA,NA,NA,
26053,2,2,NA,NA,NA,NA,
26054,1,2,NA,NA,NA,NA,
26054,2,2,NA,NA,NA,NA,
26055,1,9,NSS,NSS,NSS,NSS,
26055,2,1,10,150,100,50,
26056,1,1,0,121,121,0,
26056,2,1,0,237,237,0,
26057,1,2,NA,NA,NA,NA,
26057,2,1,2,2,0,2,
26058,1,1,1,1,0,1,
26058,2,1,6,50,47,3,
26059,1,2,NA,NA,NA,NA,
26059,2,2,NA,NA,NA,NA,
26060,1,2,NA,NA,NA,NA,
26060,2,2,NA,NA,NA,NA,
26061,1,2,NA,NA,NA,NA,
26061,2,1,5,5,0,5,
26062,1,2,NA,NA,NA,NA,
26062,2,2,NA,NA,NA,NA,
26063,1,2,NA,NA,NA,NA,
26063,2,2,NA,NA,NA,NA,
26064,1,2,NA,NA,NA,NA,
26064,2,2,NA,NA,NA,NA,
26065,1,2,NA,NA,NA,NA,
26065,2,2,NA,NA,NA,NA,
26066,1,1,22,22,13,9,
26066,2,1,42,42,28,14,
26067,1,1,1,2,0,2,
26067,2,2,NA,NA,NA,NA,
26068,1,9,NSS,NSS,NSS,NSS,
26068,2,2,NA,NA,NA,NA,
26069,1,1,0,1,0,1,
26069,2,2,NA,NA,NA,NA,
26070,1,2,NA,NA,NA,NA,
26070,2,1,3,41,36,5,
26071,1,2,NA,NA,NA,NA,
26071,2,2,NA,NA,NA,NA,
26072,1,2,NA,NA,NA,NA,
26072,2,2,NA,NA,NA,NA,
27001,1,1,0,172,160,12,
27001,2,1,1,276,257,19,
27002,1,1,23,1841,1407,434,
27002,2,1,6,1776,1380,396,
27003,1,1,0,466,439,27,
27003,2,1,0,604,578,26,
27004,1,0,NA,NA,NA,NA,
27004,2,0,NA,NA,NA,NA,
27005,1,1,4,2989,2300,689,
27005,2,1,8,3142,2629,513,
27006,1,1,35,963,922,41,
27006,2,1,40,1167,1093,74,
27007,1,1,0,284,267,17,
27007,2,1,0,359,343,16,
27008,1,1,101,1289,1223,66,
27008,2,1,53,1107,1009,98,
27009,1,1,0,203,135,68,
27009,2,1,0,364,230,134,
27010,1,1,1,666,621,45,
27010,2,1,0,800,765,35,
27011,1,1,2,234,234,0,
27011,2,1,2,352,352,0,
27012,1,1,0,560,520,40,
27012,2,1,3,1067,1057,10,
27013,1,1,0,615,593,22,
27013,2,1,1,1005,957,48,
27014,1,1,3,1226,1199,27,
27014,2,1,2,2720,2668,52,
27015,1,1,4,324,241,83,
27015,2,1,1,345,295,50,
27016,1,1,4,362,342,20,
27016,2,1,15,366,333,33,
27017,1,1,35,1836,1762,74,
27017,2,1,0,1164,1108,56,
28001,1,0,NA,NA,NA,NA,
28001,2,0,NA,NA,NA,NA,
28002,1,0,NA,NA,NA,NA,
28002,2,0,NA,NA,NA,NA,
28003,1,0,NA,NA,NA,NA,
28003,2,0,NA,NA,NA,NA,
28004,1,0,NA,NA,NA,NA,
28004,2,0,NA,NA,NA,NA,
28005,1,0,NA,NA,NA,NA,
28005,2,0,NA,NA,NA,NA,
28006,1,0,NA,NA,NA,NA,
28006,2,0,NA,NA,NA,NA,
28007,1,0,NA,NA,NA,NA,
28007,2,0,NA,NA,NA,NA,
28008,1,0,NA,NA,NA,NA,
28008,2,0,NA,NA,NA,NA,
28009,1,0,NA,NA,NA,NA,
28009,2,0,NA,NA,NA,NA,
28010,1,0,NA,NA,NA,NA,
28010,2,0,NA,NA,NA,NA,
28011,1,0,NA,NA,NA,NA,
28011,2,0,NA,NA,NA,NA,
28012,1,0,NA,NA,NA,NA,
28012,2,0,NA,NA,NA,NA,
28013,1,0,NA,NA,NA,NA,
28013,2,0,NA,NA,NA,NA,
28014,1,0,NA,NA,NA,NA,
28014,2,0,NA,NA,NA,NA,
28015,1,0,NA,NA,NA,NA,
28015,2,0,NA,NA,NA,NA,
28016,1,0,NA,NA,NA,NA,
28016,2,0,NA,NA,NA,NA,
28017,1,0,NA,NA,NA,NA,
28017,2,0,NA,NA,NA,NA,
28018,1,0,NA,NA,NA,NA,
28018,2,0,NA,NA,NA,NA,
28019,1,0,NA,NA,NA,NA,
28019,2,0,NA,NA,NA,NA,
28020,1,0,NA,NA,NA,NA,
28020,2,0,NA,NA,NA,NA,
28021,1,0,NA,NA,NA,NA,
28021,2,0,NA,NA,NA,NA,
28022,1,0,NA,NA,NA,NA,
28022,2,0,NA,NA,NA,NA,
28023,1,0,NA,NA,NA,NA,
28023,2,0,NA,NA,NA,NA,
28024,1,0,NA,NA,NA,NA,
28024,2,0,NA,NA,NA,NA,
28025,1,0,NA,NA,NA,NA,
28025,2,0,NA,NA,NA,NA,
28026,1,0,NA,NA,NA,NA,
28026,2,0,NA,NA,NA,NA,
28027,1,0,NA,NA,NA,NA,
28027,2,0,NA,NA,NA,NA,
28028,1,0,NA,NA,NA,NA,
28028,2,0,NA,NA,NA,NA,
28029,1,0,NA,NA,NA,NA,
28029,2,0,NA,NA,NA,NA,
28030,1,0,NA,NA,NA,NA,
28030,2,0,NA,NA,NA,NA,
28031,1,0,NA,NA,NA,NA,
28031,2,0,NA,NA,NA,NA,
28032,1,0,NA,NA,NA,NA,
28032,2,0,NA,NA,NA,NA,
28033,1,0,NA,NA,NA,NA,
28033,2,0,NA,NA,NA,NA,
28034,1,0,NA,NA,NA,NA,
28034,2,0,NA,NA,NA,NA,
28035,1,0,NA,NA,NA,NA,
28035,2,0,NA,NA,NA,NA,
28036,1,0,NA,NA,NA,NA,
28036,2,0,NA,NA,NA,NA,
28037,1,0,NA,NA,NA,NA,
28037,2,0,NA,NA,NA,NA,
28038,1,0,NA,NA,NA,NA,
28038,2,0,NA,NA,NA,NA,
28039,1,0,NA,NA,NA,NA,
28039,2,0,NA,NA,NA,NA,
28040,1,0,NA,NA,NA,NA,
28040,2,0,NA,NA,NA,NA,
28041,1,0,NA,NA,NA,NA,
28041,2,0,NA,NA,NA,NA,
28042,1,0,NA,NA,NA,NA,
28042,2,0,NA,NA,NA,NA,
28043,1,0,NA,NA,NA,NA,
28043,2,0,NA,NA,NA,NA,
29001,1,9,NSS,NSS,NSS,NSS,
29001,2,1,2,26,14,12,
29002,1,9,NSS,NSS,NSS,NSS,
29002,2,1,23,132,92,40,
29003,1,1,0,7,5,2,
29003,2,1,2,25,18,7,
29004,1,1,0,7,5,2,
29004,2,1,10,8,6,2,
29005,1,1,119,1194,1167,27,
29005,2,1,0,990,961,29,
29006,1,1,1,469,403,66,
29006,2,1,1,482,408,74,
29007,1,1,5,6,2,4,
29007,2,1,18,22,17,5,
29008,1,9,NSS,NSS,NSS,NSS,
29008,2,1,8,19,15,4,
29009,1,1,0,5,4,1,
29009,2,1,1,29,26,3,
29010,1,1,75,616,551,65,
29010,2,1,57,510,429,81,
29011,1,2,NA,NA,NA,NA,
29011,2,1,0,6,6,0,
29012,1,1,5,2,2,0,
29012,2,1,5,6,6,0,
29013,1,1,50,468,415,53,
29013,2,1,132,1867,1626,241,
29014,1,2,NA,NA,NA,NA,
29014,2,1,10,70,70,0,
29015,1,1,13,35,28,7,
29015,2,1,94,209,146,63,
29016,1,1,0,6,6,0,
29016,2,1,3,18,12,6,
29017,1,1,0,7,7,0,
29017,2,1,0,8,8,0,
29018,1,1,27,71,61,10,
29018,2,1,62,263,231,32,
29019,1,1,7,26,21,5,
29019,2,1,16,88,66,22,
29020,1,1,6,8,7,1,
29020,2,1,10,29,22,7,
29021,1,1,13,50,37,13,
29021,2,1,20,126,106,20,
29022,1,1,0,2,2,0,
29022,2,1,1,7,4,3,
29023,1,1,2,54,29,25,
29023,2,1,7,116,75,41,
29024,1,1,NSS,NSS,NSS,NSS,
29024,2,1,NSS,NSS,NSS,NSS,
29025,1,1,0,552,503,49,
29025,2,1,0,724,698,26,
29026,1,1,5,26,17,9,
29026,2,1,18,76,35,41,
29027,1,1,1,9,0,9,
29027,2,1,3,6,6,0,
29028,1,1,3,25,20,5,
29028,2,1,6,26,17,9,
29029,1,1,1,27,25,2,
29029,2,1,3,143,130,13,
29030,1,1,0,2,2,0,
29030,2,1,0,31,31,0,
29031,1,1,53,287,238,49,
29031,2,1,32,256,227,29,
29032,1,9,NSS,NSS,NSS,NSS,
29032,2,1,4,8,5,3,
29033,1,1,33,380,285,95,
29033,2,1,44,270,152,118,
29034,1,1,NSS,NSS,NSS,NSS,
29034,2,1,6,172,162,10,
29035,1,1,0,1,1,0,
29035,2,1,8,8,6,2,
29036,1,1,0,50,33,17,
29036,2,1,36,121,81,40,
29037,1,2,NA,NA,NA,NA,
29037,2,2,NA,NA,NA,NA,
29038,1,1,0,13,10,3,
29038,2,1,0,98,78,20,
29039,1,1,0,6,6,0,
29039,2,1,6,24,20,4,
29040,1,9,NSS,NSS,NSS,NSS,
29040,2,1,7,2,2,0,
29041,1,9,NSS,NSS,NSS,NSS,
29041,2,1,0,249,193,56,
29042,1,2,NA,NA,NA,NA,
29042,2,2,NA,NA,NA,NA,
29043,1,1,56,150,126,24,
29043,2,1,121,291,250,41,
29044,1,9,NSS,NSS,NSS,NSS,
29044,2,1,10,302,285,17,
29045,1,1,2,30,30,0,
29045,2,1,2,30,30,0,
29046,1,1,0,1,0,1,
29046,2,1,0,4,3,1,
29047,1,1,0,1,1,0,
29047,2,1,0,19,19,0,
29048,1,9,NSS,NSS,NSS,NSS,
29048,2,1,5,3,1,2,
29049,1,2,NA,NA,NA,NA,
29049,2,1,6,25,20,5,
29050,1,1,6,44,42,2,
29050,2,1,7,37,33,4,
29051,1,1,0,1,0,1,
29051,2,1,4,24,18,6,
29052,1,1,3,10,10,0,
29052,2,1,2,13,13,0,
29053,1,1,4,7,6,1,
29053,2,1,8,5,1,4,
29054,1,2,NA,NA,NA,NA,
29054,2,1,0,14,10,4,
29055,1,9,NSS,NSS,NSS,NSS,
29055,2,9,NSS,NSS,NSS,NSS,
29056,1,1,0,4,4,0,
29056,2,1,0,7,4,3,
29057,1,9,NSS,NSS,NSS,NSS,
29057,2,1,7,7,0,7,
29058,1,1,3,14,11,3,
29058,2,1,8,80,72,8,
29059,1,1,0,10,10,0,
29059,2,1,0,41,41,0,
29060,1,1,5,11,6,5,
29060,2,1,11,18,14,4,
30001,1,9,NSS,NSS,NSS,NSS,
30001,2,1,2,76,74,2,
30002,1,9,NSS,NSS,NSS,NSS,
30002,2,1,0,30,30,0,
30003,1,9,NSS,NSS,NSS,NSS,
30003,2,1,21,60,51,9,
30004,1,2,NA,NA,NA,NA,
30004,2,1,4,69,67,2,
30005,1,2,NA,NA,NA,NA,
30005,2,2,NA,NA,NA,NA,
30006,1,9,NSS,NSS,NSS,NSS,
30006,2,9,NSS,NSS,NSS,NSS,
30007,1,2,NA,NA,NA,NA,
30007,2,2,NA,NA,NA,NA,
30008,1,2,NA,NA,NA,NA,
30008,2,1,6,67,66,1,
30009,1,2,NA,NA,NA,NA,
30009,2,1,2,173,172,1,
30010,1,2,NA,NA,NA,NA,
30010,2,1,2,841,744,97,
30011,1,1,5,120,120,0,
30011,2,1,3,140,140,0,
30012,1,9,NSS,NSS,NSS,NSS,
30012,2,1,0,2,0,2,
30013,1,2,NA,NA,NA,NA,
30013,2,1,1,514,514,0,
30014,1,9,NSS,NSS,NSS,NSS,
30014,2,9,NSS,NSS,NSS,NSS,
30015,1,9,NSS,NSS,NSS,NSS,
30015,2,1,23,30,0,30,
30016,1,2,NA,NA,NA,NA,
30016,2,2,NA,NA,NA,NA,
30017,1,1,0,4,4,0,
30017,2,1,0,42,42,0,
30018,1,2,NA,NA,NA,NA,
30018,2,2,NA,NA,NA,NA,
30019,1,2,NA,NA,NA,NA,
30019,2,1,0,186,186,0,
30020,1,9,NSS,NSS,NSS,NSS,
30020,2,1,0,50,50,0,
30021,1,1,0,3,0,3,
30021,2,1,0,2,0,2,
30022,1,2,NA,NA,NA,NA,
30022,2,1,0,283,280,3,
30023,1,2,NA,NA,NA,NA,
30023,2,1,1,98,97,1,
30024,1,9,NSS,NSS,NSS,NSS,
30024,2,1,5,234,231,3,
30025,1,9,NSS,NSS,NSS,NSS,
30025,2,1,0,39,38,1,
30026,1,2,NA,NA,NA,NA,
30026,2,2,NA,NA,NA,NA,
30027,1,9,NSS,NSS,NSS,NSS,
30027,2,1,0,3,2,1,
30028,1,9,NSS,NSS,NSS,NSS,
30028,2,1,0,43,0,43,
30029,1,2,NA,NA,NA,NA,
30029,2,1,0,1,0,1,
30030,1,2,NA,NA,NA,NA,
30030,2,2,NA,NA,NA,NA,
30031,1,1,2,75,71,4,
30031,2,1,12,92,86,6,
30032,1,1,0,7,0,7,
30032,2,1,0,6,0,6,
30033,1,1,10,150,140,10,
30033,2,1,8,125,118,7,
30034,1,1,4,0,0,0,
30034,2,1,6,216,216,0,
30035,1,2,NA,NA,NA,NA,
30035,2,1,1,217,212,5,
30036,1,9,NSS,NSS,NSS,NSS,
30036,2,1,2,72,72,0,
30037,1,2,NA,NA,NA,NA,
30037,2,2,NA,NA,NA,NA,
30038,1,2,NA,NA,NA,NA,
30038,2,1,1,1940,1877,63,
30039,1,1,254,966,826,140,
30039,2,1,35,284,225,59,
30040,1,2,NA,NA,NA,NA,
30040,2,2,NA,NA,NA,NA,
30041,1,9,NSS,NSS,NSS,NSS,
30041,2,1,0,5,5,0,
30042,1,2,NA,NA,NA,NA,
30042,2,1,0,28,28,0,
30043,1,9,NSS,NSS,NSS,NSS,
30043,2,1,0,104,104,0,
30044,1,9,NSS,NSS,NSS,NSS,
30044,2,2,NA,NA,NA,NA,
30045,1,2,NA,NA,NA,NA,
30045,2,2,NA,NA,NA,NA,
30046,1,9,NSS,NSS,NSS,NSS,
30046,2,1,0,109,109,0,
30047,1,2,NA,NA,NA,NA,
30047,2,2,NA,NA,NA,NA,
30048,1,9,NSS,NSS,NSS,NSS,
30048,2,1,6,368,346,22,
30049,1,2,NA,NA,NA,NA,
30049,2,1,1,3,0,3,
30050,1,2,NA,NA,NA,NA,
30050,2,9,NSS,NSS,NSS,NSS,
30051,1,1,5,5,0,5,
30051,2,2,NA,NA,NA,NA,
30052,1,9,NSS,NSS,NSS,NSS,
30052,2,1,0,15,15,0,
30053,1,9,NSS,NSS,NSS,NSS,
30053,2,1,12,2,0,2,
30054,1,1,8,41,34,7,
30054,2,1,2,63,63,0,
30055,1,9,NSS,NSS,NSS,NSS,
30055,2,1,2,17,15,2,
30056,1,2,NA,NA,NA,NA,
30056,2,1,0,3,3,0,
30057,1,9,NSS,NSS,NSS,NSS,
30057,2,1,0,125,123,2,
30058,1,9,NSS,NSS,NSS,NSS,
30058,2,1,2,121,121,0,
30059,1,2,NA,NA,NA,NA,
30059,2,1,40,40,40,0,
30060,1,9,NSS,NSS,NSS,NSS,
30060,2,1,0,16,16,0,
30061,1,9,NSS,NSS,NSS,NSS,
30061,2,1,8,294,270,24,
30062,1,9,NSS,NSS,NSS,NSS,
30062,2,1,9,404,398,6,
30063,1,2,NA,NA,NA,NA,
30063,2,1,0,111,111,0,
30064,1,9,NSS,NSS,NSS,NSS,
30064,2,2,NA,NA,NA,NA,
30065,1,1,35,14,NSS,14,
30065,2,1,96,1191,1144,47,
30066,1,2,NA,NA,NA,NA,
30066,2,1,0,238,236,2,
30067,1,2,NA,NA,NA,NA,
30067,2,2,NA,NA,NA,NA,
30068,1,9,NSS,NSS,NSS,NSS,
30068,2,9,NSS,NSS,NSS,NSS,
30069,1,9,NSS,NSS,NSS,NSS,
30069,2,1,5,256,249,7,
30070,1,9,NSS,NSS,NSS,NSS,
30070,2,1,1,1,0,1,
30071,1,9,NSS,NSS,NSS,NSS,
30071,2,1,7,730,722,8,
30072,1,1,1,109,101,8,
30072,2,1,3,161,154,7,
30073,1,1,8,120,119,1,
30073,2,1,4,245,242,3,
30074,1,9,NSS,NSS,NSS,NSS,
30074,2,9,NSS,NSS,NSS,NSS,
30075,1,9,NSS,NSS,NSS,NSS,
30075,2,9,NSS,NSS,NSS,NSS,
30076,1,9,NSS,NSS,NSS,NSS,
30076,2,1,0,17,17,0,
30077,1,1,0,196,193,3,
30077,2,1,3,303,296,7,
30078,1,2,NA,NA,NA,NA,
30078,2,1,0,52,52,0,
30079,1,2,NA,NA,NA,NA,
30079,2,1,0,8,8,0,
30080,1,2,NA,NA,NA,NA,
30080,2,1,0,1,0,1,
30081,1,9,NSS,NSS,NSS,NSS,
30081,2,1,3,0,0,0,
30082,1,9,NSS,NSS,NSS,NSS,
30082,2,9,NSS,NSS,NSS,NSS,
30083,1,9,NSS,NSS,NSS,NSS,
30083,2,1,0,52,50,2,
30084,1,2,NA,NA,NA,NA,
30084,2,2,NA,NA,NA,NA,
30085,1,2,NA,NA,NA,NA,
30085,2,1,6,725,720,5,
30086,1,9,NSS,NSS,NSS,NSS,
30086,2,1,9,706,702,4,
30087,1,1,188,3145,2925,220,
30087,2,1,199,2290,1788,502,
30088,1,1,0,62,62,0,
30088,2,1,0,65,65,0,
30089,1,1,12,82,0,82,
30089,2,1,5,205,170,35,
30090,1,2,NA,NA,NA,NA,
30090,2,1,2,3,3,0,
30091,1,2,NA,NA,NA,NA,
30091,2,2,NA,NA,NA,NA,
30092,1,9,NSS,NSS,NSS,NSS,
30092,2,9,NSS,NSS,NSS,NSS,
30093,1,9,NSS,NSS,NSS,NSS,
30093,2,9,NSS,NSS,NSS,NSS,
30094,1,1,6,148,147,1,
30094,2,1,6,289,287,2,
30095,1,2,NA,NA,NA,NA,
30095,2,1,0,140,140,0,
30096,1,9,NSS,NSS,NSS,NSS,
30096,2,1,0,15,15,0,
30097,1,2,NA,NA,NA,NA,
30097,2,1,1,188,188,0,
30098,1,2,NA,NA,NA,NA,
30098,2,1,0,72,72,0,
30099,1,9,NSS,NSS,NSS,NSS,
30099,2,9,NSS,NSS,NSS,NSS,
30100,1,2,NA,NA,NA,NA,
30100,2,1,2,2,0,2,
30101,1,9,NSS,NSS,NSS,NSS,
30101,2,1,1,3,0,3,
30102,1,1,1,1105,1099,6,
30102,2,1,0,581,576,5,
30103,1,9,NSS,NSS,NSS,NSS,
30103,2,2,NA,NA,NA,NA,
30104,1,2,NA,NA,NA,NA,
30104,2,1,32,32,30,2,
30105,1,9,NSS,NSS,NSS,NSS,
30105,2,9,NSS,NSS,NSS,NSS,
30106,1,9,NSS,NSS,NSS,NSS,
30106,2,1,0,68,68,0,
30107,1,2,NA,NA,NA,NA,
30107,2,1,0,3,3,0,
30108,1,1,0,397,171,226,
30108,2,1,0,503,232,271,
30109,1,2,NA,NA,NA,NA,
30109,2,2,NA,NA,NA,NA,
30110,1,2,NA,NA,NA,NA,
30110,2,1,0,90,80,10,
30111,1,2,NA,NA,NA,NA,
30111,2,1,2,1,0,1,
30112,1,2,NA,NA,NA,NA,
30112,2,1,0,133,133,0,
30113,1,9,NSS,NSS,NSS,NSS,
30113,2,1,0,49,48,1,
30114,1,2,NA,NA,NA,NA,
30114,2,1,5,50,30,20,
30115,1,9,NSS,NSS,NSS,NSS,
30115,2,9,NSS,NSS,NSS,NSS,
30116,1,2,NA,NA,NA,NA,
30116,2,2,NA,NA,NA,NA,
30117,1,9,NSS,NSS,NSS,NSS,
30117,2,2,NA,NA,NA,NA,
30118,1,1,6,1488,1373,115,
30118,2,1,7,1911,1824,87,
30119,1,9,NSS,NSS,NSS,NSS,
30119,2,9,NSS,NSS,NSS,NSS,
30120,1,9,NSS,NSS,NSS,NSS,
30120,2,1,4,82,80,2,
30121,1,1,23,23,0,23,
30121,2,1,28,28,0,28,
30122,1,2,NA,NA,NA,NA,
30122,2,1,52,52,52,0,
30123,1,9,NSS,NSS,NSS,NSS,
30123,2,1,0,17,17,0,
30124,1,1,2,329,197,132,
30124,2,1,2,227,53,174,
30125,1,9,NSS,NSS,NSS,NSS,
30125,2,9,NSS,NSS,NSS,NSS,
30126,1,9,NSS,NSS,NSS,NSS,
30126,2,1,11,53,44,9,
30127,1,9,NSS,NSS,NSS,NSS,
30127,2,1,2,2,0,2,
30128,1,1,20,990,950,40,
30128,2,1,40,840,800,40,
30129,1,1,0,24,20,4,
30129,2,1,0,128,120,8,
30130,1,2,NA,NA,NA,NA,
30130,2,1,3,353,346,7,
30131,1,1,47,2287,2236,51,
30131,2,1,121,2658,2549,109,
30132,1,2,NA,NA,NA,NA,
30132,2,1,0,10,10,0,
30133,1,2,NA,NA,NA,NA,
30133,2,2,NA,NA,NA,NA,
30134,1,9,NSS,NSS,NSS,NSS,
30134,2,1,1,54,54,0,
30135,1,2,NA,NA,NA,NA,
30135,2,1,4,734,730,4,
30136,1,9,NSS,NSS,NSS,NSS,
30136,2,1,2,2,0,2,
30137,1,2,NA,NA,NA,NA,
30137,2,1,0,8,8,0,
30138,1,9,NSS,NSS,NSS,NSS,
30138,2,9,NSS,NSS,NSS,NSS,
30139,1,1,0,13,12,1,
30139,2,1,0,10,8,2,
30140,1,9,NSS,NSS,NSS,NSS,
30140,2,1,0,88,88,0,
30141,1,2,NA,NA,NA,NA,
30141,2,1,0,3000,3000,0,
30142,1,2,NA,NA,NA,NA,
30142,2,2,NA,NA,NA,NA,
30143,1,9,NSS,NSS,NSS,NSS,
30143,2,1,0,158,158,0,
30144,1,9,NSS,NSS,NSS,NSS,
30144,2,9,NSS,NSS,NSS,NSS,
30145,1,9,NSS,NSS,NSS,NSS,
30145,2,1,2,140,140,0,
30146,1,9,NSS,NSS,NSS,NSS,
30146,2,1,0,80,80,0,
30147,1,9,NSS,NSS,NSS,NSS,
30147,2,9,NSS,NSS,NSS,NSS,
30148,1,2,NA,NA,NA,NA,
30148,2,1,0,227,227,0,
30149,1,2,NA,NA,NA,NA,
30149,2,1,77,77,76,1,
30150,1,9,NSS,NSS,NSS,NSS,
30150,2,1,1,30,28,2,
30151,1,1,0,95,95,0,
30151,2,1,0,72,72,0,
30152,1,2,NA,NA,NA,NA,
30152,2,2,NA,NA,NA,NA,
30153,1,2,NA,NA,NA,NA,
30153,2,1,2,1,0,1,
30154,1,1,0,11,10,1,
30154,2,1,0,5,4,1,
30155,1,9,NSS,NSS,NSS,NSS,
30155,2,1,0,245,245,0,
30156,1,9,NSS,NSS,NSS,NSS,
30156,2,1,1,27,27,0,
30157,1,9,NSS,NSS,NSS,NSS,
30157,2,1,115,165,164,1,
30158,1,9,NSS,NSS,NSS,NSS,
30158,2,1,13,158,157,1,
30159,1,9,NSS,NSS,NSS,NSS,
30159,2,1,2,54,52,2,
30160,1,1,6,219,218,1,
30160,2,1,20,348,342,6,
30161,1,2,NA,NA,NA,NA,
30161,2,1,0,67,64,3,
30162,1,9,NSS,NSS,NSS,NSS,
30162,2,1,0,12,12,0,
30163,1,1,0,26,26,0,
30163,2,1,0,51,50,1,
30164,1,9,NSS,NSS,NSS,NSS,
30164,2,1,1,254,250,4,
30165,1,9,NSS,NSS,NSS,NSS,
30165,2,1,3,169,166,3,
30166,1,9,NSS,NSS,NSS,NSS,
30166,2,1,0,50,50,0,
30167,1,9,NSS,NSS,NSS,NSS,
30167,2,1,0,186,186,0,
30168,1,2,NA,NA,NA,NA,
30168,2,1,0,35,35,0,
30169,1,9,NSS,NSS,NSS,NSS,
30169,2,9,NSS,NSS,NSS,NSS,
30170,1,2,NA,NA,NA,NA,
30170,2,1,0,20,15,5,
30171,1,2,NA,NA,NA,NA,
30171,2,1,0,20,20,0,
30172,1,9,NSS,NSS,NSS,NSS,
30172,2,1,6,101,100,1,
30173,1,9,NSS,NSS,NSS,NSS,
30173,2,1,3,2,0,2,
30174,1,9,NSS,NSS,NSS,NSS,
30174,2,1,18,287,273,14,
30175,1,2,NA,NA,NA,NA,
30175,2,2,NA,NA,NA,NA,
30176,1,2,NA,NA,NA,NA,
30176,2,2,NA,NA,NA,NA,
30177,1,2,NA,NA,NA,NA,
30177,2,1,2,2,0,2,
30178,1,2,NA,NA,NA,NA,
30178,2,2,NA,NA,NA,NA,
30179,1,2,NA,NA,NA,NA,
30179,2,2,NA,NA,NA,NA,
30180,1,2,NA,NA,NA,NA,
30180,2,2,NA,NA,NA,NA,
30181,1,1,7,7,0,7,
30181,2,1,9,9,0,9,
30182,1,9,NSS,NSS,NSS,NSS,
30182,2,9,NSS,NSS,NSS,NSS,
30183,1,2,NA,NA,NA,NA,
30183,2,1,0,835,791,44,
30184,1,2,NA,NA,NA,NA,
30184,2,1,1,10,10,0,
30185,1,2,NA,NA,NA,NA,
30185,2,2,NA,NA,NA,NA,
30186,1,9,NSS,NSS,NSS,NSS,
30186,2,1,0,140,139,1,
30187,1,9,NSS,NSS,NSS,NSS,
30187,2,1,0,11,10,1,
30188,1,9,NSS,NSS,NSS,NSS,
30188,2,1,0,105,105,0,
30189,1,9,NSS,NSS,NSS,NSS,
30189,2,1,39,1530,1507,23,
30190,1,1,10,30,30,0,
30190,2,1,11,25,25,0,
30191,1,9,NSS,NSS,NSS,NSS,
30191,2,9,NSS,NSS,NSS,NSS,
30192,1,9,NSS,NSS,NSS,NSS,
30192,2,1,0,160,160,0,
30193,1,9,NSS,NSS,NSS,NSS,
30193,2,9,NSS,NSS,NSS,NSS,
30194,1,2,NA,NA,NA,NA,
30194,2,1,3,63,62,1,
30195,1,2,NA,NA,NA,NA,
30195,2,1,1,1,0,1,
30196,1,2,NA,NA,NA,NA,
30196,2,1,17,8,0,8,
30197,1,2,NA,NA,NA,NA,
30197,2,1,0,64,64,0,
30198,1,1,0,14,14,0,
30198,2,1,0,13,13,0,
30199,1,2,NA,NA,NA,NA,
30199,2,1,0,108,105,3,
30200,1,9,NSS,NSS,NSS,NSS,
30200,2,1,3,84,82,2,
30201,1,9,NSS,NSS,NSS,NSS,
30201,2,1,0,2,0,2,
30202,1,2,NA,NA,NA,NA,
30202,2,1,0,47,47,0,
30203,1,2,NA,NA,NA,NA,
30203,2,1,2,169,162,7,
30204,1,2,NA,NA,NA,NA,
30204,2,2,NA,NA,NA,NA,
30205,1,2,NA,NA,NA,NA,
