ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tillam1,tillam2,tillam3,tillam4,tillam5,tillam6,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
14011,7,1,2021,1,9,,,1,,,,,,1,,,,,,,,,,
14012,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14013,7,1,2019,1,2,,1,1,,,,,,,,,,,,,,,1,
14014,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14015,7,1,2020,1,9,1,1,1,,,,,,,,,,,,,,,1,
14016,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,7,1,2021,1,1,1,1,,,,,,,,,,,,,,,,1,
14018,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14019,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14020,7,1,2022,2,1,1,1,1,1,,,,,,,,,,,,,,1,
14021,7,1,2021,5,3,1,1,,,,,1,,,,,,,1,,,,,
14022,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14023,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14024,7,1,2021,5,1,,,,,,1,,,,,,,,,,,,1,
14025,7,1,2017,10,1,1,1,1,,,,,,1,,,,,,,,,,
14026,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14027,7,1,2022,2,1,,,,,,1,,,,,,,,,,,,,1
14028,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14029,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14030,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14031,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14032,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14033,7,1,2010,2,1,1,1,1,,1,,1,,,,,1,,,,,,,
14034,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14035,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14036,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14037,7,1,2022,1,5,1,,1,,,,,1,,,,,,,,,,,
14038,7,1,2015,2,4,1,1,1,1,,,1,,,,,,,,,,,,
14039,7,1,2022,1,5,1,,,,,,,,,,,,,,,,,1,
14040,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14041,7,1,2018,5,5,1,1,1,1,1,,,,,,,,,,,,1,,
14042,7,1,2020,1,1,1,,,,,,,,,,1,,,,,,,,
14043,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14044,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14045,7,1,2016,2,4,1,1,1,,,,1,,,,,,,,,,,,
14046,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14047,7,1,2016,1,2,,1,1,,,,,,1,,,,,,,,,,
14048,7,1,2019,5,1,1,,,,,,1,,,,,,,,,,,,
14049,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14050,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14051,7,1,2021,2,1,,1,,,,,,,,,,,,,,,,1,
14052,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14053,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14054,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14055,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14056,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14057,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14058,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14059,7,1,2022,2,9,1,1,,,,,,,,,,,,,,,1,,
14060,7,1,2020,7,4,1,1,1,1,,,,,,,,,,,,,,1,
14061,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14062,7,1,2021,1,9,1,,1,,1,,,,,,,,,,,,1,,
14063,7,1,2010,2,1,1,1,1,,1,,,,,,,,,,,,,,1
14064,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14065,7,1,2021,2,1,1,1,1,1,,,,,,,,,,,,,1,,
14066,7,1,2021,2,5,1,1,,,,,,,,,1,,,,,,,,
14067,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14068,7,1,2021,2,4,1,1,1,,,,1,,,,,,,,,,,,
14069,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14070,7,1,2020,1,2,1,1,1,1,,,1,,1,,,,,1,,1,,,
14071,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14072,7,1,2012,4,1,1,1,,1,,,1,1,1,1,,,,,,,,,
14073,7,1,2012,5,1,1,1,,,,,1,,1,,,,,,,,,,
14074,7,1,2022,7,1,,,1,1,,,,,,,,1,1,1,,,,,
14075,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14076,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14077,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14078,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14079,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14080,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14081,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14082,7,1,2005,1,1,1,1,1,,,,,,,,,,,,,,1,,
14083,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14084,7,1,2008,1,3,1,1,1,,1,,,,,,1,,,,,,,,
14085,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14086,7,1,2022,2,3,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
14087,7,1,2018,1,1,,,1,1,,,,,,,,,,,,,,1,
14088,7,1,2021,2,4,1,1,1,1,,,1,,,,,,,1,,1,,,
14089,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14090,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14092,7,1,2018,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14093,7,1,2014,1,5,1,1,1,,,,,,,,,,,,,,,1,
14094,7,1,2016,3,1,,,1,1,,,,,,,,,,,,,,1,
14095,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14096,7,1,2022,1,1,1,1,1,,,,,,,,,,,,,,,1,
14097,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14098,7,1,2014,2,4,1,,,,,,,,,,,,,,,,,1,
14099,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14100,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101,7,1,2021,1,1,1,1,1,,,,,,,,,,,,,1,,,
14102,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14103,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,7,1,2022,9,1,1,,1,1,,,1,,,,1,,,1,,,,,
14105,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14106,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14107,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14108,7,1,2010,2,4,1,1,1,,,,,,,,,,,,,,,1,
14109,7,1,2012,4,1,1,1,,1,,,1,1,1,1,,,,,,,,,
14110,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14111,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14112,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14113,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14114,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14115,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14116,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14117,7,1,2022,1,3,1,,1,,,,,,,,,,,,,,1,,
14118,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14119,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14120,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14121,7,1,2022,2,3,1,1,1,1,1,,,,,,,,,,,,,1,
14122,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14123,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14124,7,1,2021,2,5,1,,1,,,,,,,,,,,,,,,1,
14125,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15001,7,1,2013,1,1,,,,,,1,,,,,,,,,,,,,1
15002,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15003,7,1,2022,5,3,1,1,1,1,1,,,,,,,,,,,,,1,
15004,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15005,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15006,7,1,2022,2,5,1,,,,,,1,,,,,,,,,,,,
15007,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15008,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15009,7,1,2022,1,4,1,1,1,1,1,,1,1,1,1,1,,1,1,,,,,
15010,7,1,2022,5,4,1,1,1,1,1,,,,,,,,,,,,,1,
15011,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15012,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15013,7,1,2018,2,5,1,1,1,1,,,,,,,,,,,,,,1,
15014,7,1,2022,5,4,,,,1,,,,,,,1,,,,,,,,
15015,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15016,7,1,2022,2,1,1,1,1,1,,,1,,,,1,,1,,,1,,,
15017,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15018,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15019,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15020,7,1,2022,2,3,1,1,1,,1,,,,,,,,,,,,,1,
15021,7,1,2022,9,2,1,1,,,,,1,,,,,,,,,,,,
15022,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15023,7,1,2017,10,4,1,,1,,,,,,,,,,,,,,,1,
15024,7,1,2022,2,3,,1,,,,,,,,,,,,,,,,1,
15025,7,1,2022,7,3,1,,,,,,,,,,,,,,,,,1,
15026,7,1,2018,2,1,1,1,1,1,1,,,,,,,,,,,,,1,
15027,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15028,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15029,7,1,2019,2,4,1,1,1,1,1,,1,1,,,,,,1,1,1,,,
15030,7,1,2010,5,1,,1,,,,,,,,,,,,,,,,1,
15031,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15032,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15033,7,1,2010,1,2,,1,,,,,1,,,,,,,,,,,,
15034,7,1,2022,2,1,1,1,1,1,,,,,,,,,,,,,,1,
15035,7,1,2022,2,4,1,1,1,,1,,1,,,,1,,1,1,,1,1,,
15036,7,1,2022,5,1,,,,,,1,,,,,,,,,,,,1,
15037,7,1,2000,2,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
15038,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15039,7,1,2011,1,5,1,1,1,1,1,,,,,,,,,,,,,1,
15040,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15041,7,1,2022,10,1,,1,1,1,,,,,,,,,,,,,,1,
15042,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15043,7,1,2022,2,4,,1,,,,,,,,,,,,,,,,,1
15044,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15045,7,1,2022,1,1,,,,,,1,1,,,1,,,,,,,,,
15046,7,1,2022,1,1,,,1,,,,,,,,1,,,,,,1,,
15047,7,1,2007,2,1,1,1,1,,,,,,,,,,,,,,1,,
15048,7,1,NSS,5,4,1,1,1,1,1,,,,,,1,,,,,,,,
15049,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15050,7,1,2022,5,1,1,1,1,1,1,,,,,,1,,,,,,,,
15051,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15052,7,1,2000,5,3,,,,,,1,,,,,,,,,,,,1,
15053,7,1,2022,1,4,1,,,,,,,,,,,,,,,,,1,
15054,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15055,7,1,2022,1,1,1,1,1,,,,1,,,,,,,,,,,,
15056,7,1,2022,5,2,1,,1,,,,,,,,,,,,,,,1,
15057,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15058,7,1,2013,2,2,1,1,1,1,1,,,,,,,,,,,,,1,
15059,7,1,2016,11,4,,,,,1,,,,,,1,,,,,,,,
15060,7,1,2012,9,5,1,,,,,,,,,,,,,1,,,,,
15061,7,1,2022,1,1,1,1,1,1,,,1,,,,,,,,,,,,
15062,7,1,2022,2,4,,,,,1,,,,1,,,,,,,,,,
15063,7,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15064,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15065,7,1,2022,1,3,1,1,1,,,,,,1,,,,,,,,1,,
15066,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15067,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15068,7,1,1985,2,1,1,1,1,,,,,,,,1,,,,,,,,
15069,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15070,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15071,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15072,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15073,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15074,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15075,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15076,7,1,2022,3,2,1,1,,,,,,,,,,,,,,,,1,
15077,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15078,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15079,7,1,2022,1,1,1,1,1,1,1,,1,,,,,,,,,,,,
15080,7,1,2022,1,1,1,1,1,1,,,1,,,,,,,,,,,,
15081,7,1,2021,2,5,1,1,1,,1,,,,,,1,,,,,,,,
15082,7,1,2019,9,1,1,1,1,,,,,,,,,,,,,,,1,
15083,7,1,2022,2,3,1,,,,,,1,,,,,,,,,,,,
15084,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15085,7,1,2019,1,3,1,,1,,,,,,,,,,,,,,,1,
15086,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15087,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15088,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15089,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15090,7,1,2020,11,5,1,1,,,,,,,,,1,,,,,,,,
15091,7,1,2019,2,1,,,,,,1,,,,,,,,,,,,1,
15092,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15093,7,1,2011,10,4,,,,,1,,1,,,,1,,,1,1,1,,,
15094,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15095,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15096,7,1,2022,5,3,1,1,1,,1,,,,,,,,,,,,,1,
15097,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15098,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15099,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15100,7,1,2022,3,4,,,,,,1,,,,,,,,,,,,,1
15101,7,1,2022,5,1,,1,,,,,,,1,1,,,,,,,,,
15102,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15104,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15105,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15106,7,1,2016,1,1,1,1,1,1,1,,,,1,1,,,1,,,,,,
15107,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15108,7,1,2022,3,1,1,1,1,1,,,,,,,,,,,,1,,,
15109,7,1,2022,5,4,1,1,1,,1,,,,,,,,,,,,,1,
15110,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15111,7,1,2022,5,5,,,1,,,,,,,,,,,,,,1,,
15112,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15113,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15114,7,1,2016,5,5,1,,1,,,,,,,,,,,,,,,1,
15115,7,1,2022,5,4,,1,,,,,,,1,,,,,,,,,,
15116,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15117,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15118,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15119,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15120,7,1,2019,2,2,1,1,1,1,,,,,,,,,,,,,,1,
15121,7,1,2022,1,5,1,,,,,,,,,,,,,,,,,1,
15122,7,1,2007,5,2,1,1,1,1,,,,,,,,,,,,,,1,
15123,7,1,2022,1,4,1,,,,,,,,,,,,,,,,,1,
15124,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125,7,1,2022,3,3,1,,,,1,,,,,,,,,,,,,1,
16001,7,1,2015,3,2,1,1,1,,,,,,1,,,,,,,,,,
16002,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,7,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16004,7,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
